Idade,Atrito,Viagem_negócios,Departamento,Distância_casa,Educação,Campo_educação,ID_funcionário,Stisfação_ambiente,Genero,Envolvimento_trabalho,Nível_trabalho,Função,Satisfação_trabalho,Status_civil,Salário,Qtd_empresas_trabalhadas,Hora_extra,Porcentacem_aumento_salário,Desempenho,Satisfação_relação,Qtd_opções_ações,Anos_trabalhando,Qtd_treinamentos,Equilibro_trabalho_pessoal,Anos_companhia,Anos_mesmo_cargo,Anos_pós_promoção,Anos_mesmo_gestor
40,Não,Frequentemente,Pesquisa & Desenvolvimento,26,3,Medicina,202,2,F,3,2,Pesquisador,2,Divorciado,5605,1,Não,11,3,1,1,20,2,3,20,7,2,13
35,Não,Raramente,Vendas,1,5,Marketing,204,3,M,3,3,Executivo de vendas,2,Casado,7295,1,Não,13,3,1,2,10,3,3,10,8,0,6
53,Não,Raramente,Vendas,6,2,Marketing,205,2,M,3,2,Representante de vendas,3,Casado,2306,2,Sim,20,4,4,1,13,3,1,7,7,4,5
45,Não,Raramente,Pesquisa & Desenvolvimento,9,3,Ciências da vida,206,2,M,3,2,Técnico de laboratório,2,Divorciado,2348,8,Não,18,3,3,1,20,2,1,17,9,0,15
32,Não,Frequentemente,Vendas,8,3,Marketing,207,2,F,3,3,Executivo de vendas,4,Solteiro,8998,1,Não,14,3,4,0,9,2,3,9,8,3,7
29,Não,Não,Pesquisa & Desenvolvimento,1,1,Curso técnico,208,4,M,3,2,Diretor de manufatura,3,Casado,4319,1,Não,13,3,1,1,10,1,3,10,7,0,9
51,Não,Raramente,Pesquisa & Desenvolvimento,7,4,Medicina,211,2,M,2,2,Diretor de manufatura,3,Casado,6132,2,Não,17,3,3,0,10,2,3,1,0,0,0
58,Não,Raramente,Pesquisa & Desenvolvimento,9,3,Medicina,214,2,F,2,1,Pesquisador,2,Casado,3346,4,Sim,20,4,2,1,9,3,2,1,0,0,0
40,Não,Raramente,Vendas,4,4,Marketing,215,3,M,2,3,Executivo de vendas,4,Casado,10855,7,Não,11,3,1,1,15,2,2,12,11,2,11
34,Não,Frequentemente,Vendas,2,4,Marketing,216,3,F,3,1,Representante de vendas,3,Casado,2231,6,Não,18,3,4,1,6,3,3,4,3,1,2
22,Não,Raramente,Pesquisa & Desenvolvimento,19,1,Medicina,217,3,M,3,1,Pesquisador,4,Casado,2323,1,Não,24,4,1,2,2,6,3,2,2,2,2
27,Não,Não,Pesquisa & Desenvolvimento,9,3,Medicina,218,4,M,3,1,Pesquisador,2,Divorciado,2024,6,Não,18,3,4,1,6,1,1,2,2,2,2
28,Não,Raramente,Pesquisa & Desenvolvimento,21,3,Medicina,221,3,M,3,1,Pesquisador,4,Casado,2713,1,Não,11,3,3,1,5,2,1,5,2,0,2
57,Não,Raramente,Pesquisa & Desenvolvimento,24,2,Ciências da vida,223,3,M,4,3,Representante de saúde,4,Divorciado,9439,3,Sim,16,3,2,1,12,2,1,5,3,1,4
27,Não,Não,Pesquisa & Desenvolvimento,3,3,Medicina,224,3,M,2,1,Pesquisador,3,Divorciado,2566,1,Sim,15,3,4,1,1,2,2,1,1,0,1
50,Não,Raramente,Pesquisa & Desenvolvimento,11,3,Ciências da vida,226,3,F,3,5,Gerente,2,Solteiro,19926,3,Não,15,3,2,0,21,5,3,5,4,4,4
41,Não,Raramente,Pesquisa & Desenvolvimento,14,3,Ciências da vida,227,1,M,3,1,Pesquisador,3,Divorciado,2451,4,Não,12,3,1,1,13,2,3,9,8,1,8
30,Não,Raramente,Vendas,5,3,Ciências da vida,228,2,F,3,3,Executivo de vendas,4,Casado,9419,2,Não,12,3,3,1,12,2,3,10,9,7,4
38,Não,Raramente,Vendas,1,4,Ciências da vida,230,1,F,2,2,Executivo de vendas,4,Solteiro,8686,4,Não,22,4,3,0,12,2,4,8,3,0,7
32,Não,Raramente,Pesquisa & Desenvolvimento,6,5,Ciências da vida,231,3,M,3,1,Pesquisador,3,Solteiro,3038,3,Não,20,4,1,0,8,2,3,5,4,1,4
27,Não,Raramente,Pesquisa & Desenvolvimento,17,3,Curso técnico,233,3,M,3,1,Pesquisador,2,Casado,3058,0,Sim,16,3,4,1,6,3,2,5,2,1,1
19,Sim,Frequentemente,Vendas,1,1,Curso técnico,235,3,F,1,1,Representante de vendas,1,Solteiro,2325,0,Não,21,4,1,0,1,5,4,0,0,0,0
36,Não,Frequentemente,Pesquisa & Desenvolvimento,3,2,Medicina,238,4,M,3,1,Técnico de laboratório,2,Solteiro,2088,4,Não,12,3,3,0,13,3,2,8,7,7,2
30,Não,Não,Pesquisa & Desenvolvimento,9,3,Medicina,239,3,M,3,2,Técnico de laboratório,1,Divorciado,3072,1,Não,11,3,3,2,12,4,3,12,9,6,10
45,Não,Raramente,Vendas,4,2,Ciências da vida,240,3,F,3,2,Executivo de vendas,1,Divorciado,5006,4,Sim,11,3,1,1,9,3,4,5,4,0,3
56,Não,Raramente,Pesquisa & Desenvolvimento,8,3,Ciências da vida,241,3,F,3,1,Pesquisador,1,Divorciado,4257,4,Sim,18,3,3,1,19,3,3,2,2,2,2
33,Não,Raramente,Pesquisa & Desenvolvimento,2,3,Ciências da vida,242,3,M,3,1,Pesquisador,4,Solteiro,2500,0,Não,14,3,1,0,4,2,4,3,1,0,2
19,Sim,Raramente,Pesquisa & Desenvolvimento,2,3,Ciências da vida,243,2,M,2,1,Técnico de laboratório,4,Solteiro,1102,1,Não,22,4,3,0,1,3,2,1,0,1,0
46,Não,Raramente,Vendas,1,2,Marketing,244,2,F,3,3,Executivo de vendas,1,Divorciado,10453,1,Não,25,4,3,3,24,2,3,24,13,15,7
38,Não,Raramente,Pesquisa & Desenvolvimento,9,2,Ciências da vida,245,3,F,3,1,Técnico de laboratório,4,Solteiro,2288,1,Não,12,3,3,0,2,3,3,2,2,2,1
31,Não,Raramente,Pesquisa & Desenvolvimento,12,1,Medicina,246,3,F,3,1,Pesquisador,4,Casado,3929,8,Sim,23,4,3,1,7,0,3,4,2,0,2
34,Não,Raramente,Pesquisa & Desenvolvimento,27,2,Medicina,247,4,F,3,1,Pesquisador,2,Solteiro,2311,2,Não,15,3,4,0,9,3,3,3,2,1,2
41,Sim,Raramente,Vendas,20,2,Marketing,248,2,F,3,1,Representante de vendas,2,Solteiro,3140,1,Sim,22,4,4,0,4,5,2,4,3,0,2
50,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Medicina,249,3,M,2,1,Técnico de laboratório,3,Casado,3690,2,Não,15,3,4,1,5,2,2,3,2,0,2
53,Não,Raramente,Pesquisa & Desenvolvimento,13,2,Medicina,250,4,F,4,2,Diretor de manufatura,1,Divorciado,4450,1,Não,11,3,3,2,5,3,3,4,2,1,3
33,Não,Raramente,Pesquisa & Desenvolvimento,14,3,Medicina,252,4,F,3,1,Pesquisador,2,Casado,2756,1,Não,13,3,4,1,8,5,3,8,7,1,6
40,Não,Raramente,Pesquisa & Desenvolvimento,4,1,Medicina,253,4,F,3,5,Gerente,3,Casado,19033,1,Não,14,3,2,1,21,2,3,20,8,9,9
55,Não,Raramente,Pesquisa & Desenvolvimento,14,4,Medicina,254,3,M,4,5,Diretor de pesquisa,2,Solteiro,18722,8,Não,11,3,4,0,36,3,3,24,15,2,15
34,Não,Frequentemente,Pesquisa & Desenvolvimento,2,1,Ciências da vida,256,4,M,2,2,Diretor de manufatura,3,Casado,9547,1,Não,17,3,3,0,10,2,2,10,9,1,9
51,Não,Raramente,Pesquisa & Desenvolvimento,3,3,Medicina,258,4,F,3,4,Representante de saúde,2,Solteiro,13734,3,Não,18,3,3,0,21,6,3,7,7,1,0
52,Não,Raramente,Pesquisa & Desenvolvimento,1,4,Ciências da vida,259,3,M,2,5,Gerente,3,Casado,19999,0,Não,14,3,1,1,34,5,3,33,18,11,9
27,Não,Raramente,Pesquisa & Desenvolvimento,9,3,Medicina,260,4,F,3,1,Pesquisador,2,Solteiro,2279,1,Não,16,3,4,0,7,2,2,7,7,0,3
35,Sim,Raramente,Pesquisa & Desenvolvimento,23,2,Ciências da vida,261,2,M,2,2,Diretor de manufatura,3,Casado,5916,3,Sim,13,3,1,0,8,1,3,1,0,0,1
43,Não,Não,Pesquisa & Desenvolvimento,7,3,Medicina,262,4,M,4,1,Pesquisador,4,Divorciado,2089,4,Não,14,3,4,3,7,3,4,5,4,2,2
45,Não,Não,Pesquisa & Desenvolvimento,2,2,Medicina,264,1,M,2,4,Gerente,4,Casado,16792,9,Não,23,4,4,1,22,1,3,20,8,11,8
37,Não,Raramente,Pesquisa & Desenvolvimento,21,3,Ciências da vida,267,2,M,4,1,Pesquisador,1,Casado,3564,1,Sim,12,3,1,1,8,3,2,8,7,1,7
35,Não,Frequentemente,Pesquisa & Desenvolvimento,2,3,Medicina,269,2,F,3,2,Técnico de laboratório,2,Solteiro,4425,5,Não,11,3,4,0,10,5,3,6,2,1,2
42,Não,Não,Pesquisa & Desenvolvimento,21,2,Medicina,270,3,F,3,2,Diretor de manufatura,3,Divorciado,5265,2,Não,16,3,2,1,11,5,3,5,3,0,2
38,Não,Raramente,Pesquisa & Desenvolvimento,2,4,Ciências da vida,271,4,M,3,2,Diretor de manufatura,3,Casado,6553,9,Não,14,3,2,0,14,3,3,1,0,0,0
38,Não,Raramente,Pesquisa & Desenvolvimento,29,3,Curso técnico,273,4,M,3,2,Diretor de manufatura,4,Casado,6261,3,Não,18,3,1,1,9,3,1,7,7,1,7
27,Não,Frequentemente,Pesquisa & Desenvolvimento,1,1,Curso técnico,274,3,M,2,2,Diretor de manufatura,1,Casado,4298,5,Não,19,3,3,1,6,1,3,2,2,2,0
49,Não,Não,Pesquisa & Desenvolvimento,18,4,Ciências da vida,275,4,M,3,2,Diretor de manufatura,4,Divorciado,6804,1,Sim,15,3,1,2,7,0,3,7,7,1,7
34,Não,Frequentemente,Pesquisa & Desenvolvimento,10,4,Medicina,277,4,M,3,1,Pesquisador,3,Divorciado,3815,1,Sim,17,3,4,1,5,4,4,5,3,2,0
40,Não,Raramente,Pesquisa & Desenvolvimento,19,2,Medicina,281,3,M,3,2,Técnico de laboratório,4,Casado,2741,8,Sim,15,3,3,1,15,2,4,7,2,3,7
38,Sim,Raramente,Pesquisa & Desenvolvimento,29,1,Medicina,282,2,M,3,2,Representante de saúde,1,Casado,6673,7,Sim,19,3,2,0,17,2,3,1,0,0,0
29,Sim,Raramente,Vendas,27,3,Marketing,283,2,F,3,3,Executivo de vendas,4,Casado,7639,1,Não,22,4,4,3,10,3,2,10,4,1,9
22,Não,Raramente,Pesquisa & Desenvolvimento,5,3,Ciências da vida,284,4,M,4,1,Pesquisador,2,Divorciado,2328,1,Sim,16,3,1,1,4,2,2,4,2,2,2
36,Não,Frequentemente,Pesquisa & Desenvolvimento,18,1,Medicina,286,2,F,3,1,Técnico de laboratório,4,Solteiro,2153,1,Não,13,3,1,0,8,2,3,8,1,1,7
40,Não,Não,Pesquisa & Desenvolvimento,9,5,Ciências da vida,287,4,M,2,2,Representante de saúde,4,Casado,4876,9,Não,14,3,4,1,5,5,1,3,2,0,2
46,Não,Raramente,Pesquisa & Desenvolvimento,1,4,Medicina,288,4,M,3,3,Representante de saúde,1,Divorciado,9396,7,Não,16,3,3,1,17,3,3,4,2,0,3
32,Sim,Raramente,Vendas,4,4,Medicina,291,4,M,1,3,Executivo de vendas,4,Casado,10400,1,Não,11,3,3,0,14,2,2,14,8,9,8
30,Não,Não,Pesquisa & Desenvolvimento,1,1,Ciências da vida,292,3,M,2,3,Diretor de manufatura,3,Solteiro,8474,1,Não,22,4,3,0,12,2,3,11,8,5,8
27,Não,Frequentemente,Vendas,20,3,Ciências da vida,293,4,F,3,2,Executivo de vendas,3,Solteiro,9981,1,Não,14,3,4,0,7,2,3,7,7,0,7
51,Não,Raramente,Pesquisa & Desenvolvimento,8,4,Ciências da vida,296,2,M,2,3,Diretor de pesquisa,2,Casado,12490,5,Não,16,3,4,2,16,5,1,10,9,4,7
30,Sim,Raramente,Pesquisa & Desenvolvimento,3,3,Curso técnico,297,4,F,3,1,Pesquisador,1,Solteiro,2657,5,Sim,11,3,3,0,8,5,3,5,2,0,4
41,Não,Raramente,Vendas,6,3,Ciências da vida,298,4,F,3,3,Gerente,4,Solteiro,13591,3,Sim,18,3,3,0,16,3,3,1,0,0,0
30,Sim,Frequentemente,Vendas,26,4,Marketing,299,3,F,2,2,Executivo de vendas,1,Solteiro,6696,5,Não,15,3,3,0,9,5,2,6,3,0,1
29,Sim,Raramente,Pesquisa & Desenvolvimento,1,3,Curso técnico,300,3,M,3,1,Pesquisador,3,Solteiro,2058,0,Não,14,3,4,0,7,1,2,6,2,1,5
45,Não,Não,Vendas,6,3,Medicina,302,4,F,2,3,Executivo de vendas,4,Solteiro,8865,6,Não,12,3,4,0,23,2,3,19,7,12,8
54,Não,Raramente,Vendas,3,3,Marketing,303,4,F,3,2,Executivo de vendas,1,Casado,5940,2,Não,14,3,4,1,16,4,3,6,2,0,5
36,Não,Raramente,Pesquisa & Desenvolvimento,5,2,Ciências da vida,304,4,M,3,2,Técnico de laboratório,2,Solteiro,5914,8,Não,16,3,4,0,16,3,4,13,11,3,7
33,Não,Raramente,Pesquisa & Desenvolvimento,4,4,Medicina,305,3,F,2,1,Pesquisador,2,Casado,2622,6,Não,21,4,4,0,7,3,3,3,2,1,1
37,Não,Frequentemente,Pesquisa & Desenvolvimento,11,3,Outro,306,2,M,3,3,Diretor de pesquisa,4,Divorciado,12185,1,Sim,14,3,3,3,10,1,3,10,8,0,7
38,Não,Raramente,Vendas,3,3,Ciências da vida,307,1,M,3,3,Executivo de vendas,3,Divorciado,10609,0,Não,12,3,3,2,17,6,2,16,10,5,13
31,Não,Não,Pesquisa & Desenvolvimento,1,4,Medicina,308,3,M,1,2,Diretor de manufatura,3,Casado,4345,0,Não,12,3,4,1,6,2,3,5,4,1,4
59,Não,Raramente,Pesquisa & Desenvolvimento,3,3,Ciências da vida,309,3,M,2,1,Pesquisador,4,Casado,2177,3,Não,17,3,1,1,7,6,3,1,0,0,0
37,Não,Frequentemente,Vendas,4,4,Marketing,311,1,M,3,1,Representante de vendas,4,Divorciado,2793,4,Não,17,3,3,1,13,2,3,9,8,5,8
29,Não,Frequentemente,Vendas,1,1,Medicina,312,2,F,3,3,Executivo de vendas,4,Casado,7918,1,Não,14,3,4,1,11,5,3,11,10,4,1
35,Não,Frequentemente,Vendas,1,3,Marketing,314,3,F,3,3,Executivo de vendas,3,Solteiro,8789,1,Não,14,3,1,0,10,3,4,10,7,0,8
29,Sim,Raramente,Pesquisa & Desenvolvimento,18,1,Medicina,315,3,M,2,1,Pesquisador,4,Solteiro,2389,1,Sim,13,3,3,0,4,3,2,4,3,0,1
52,Não,Raramente,Pesquisa & Desenvolvimento,2,3,Ciências da vida,316,3,F,2,1,Técnico de laboratório,4,Solteiro,3212,7,Não,15,3,2,0,6,3,2,2,2,2,2
42,Não,Raramente,Pesquisa & Desenvolvimento,4,2,Curso técnico,319,3,M,3,5,Gerente,4,Casado,19232,1,Não,11,3,4,0,22,3,3,22,17,11,15
59,Não,Raramente,Recursos humanos,6,2,Medicina,321,2,M,3,1,Recursos humanos,3,Casado,2267,8,Não,17,3,4,0,7,2,2,2,2,2,2
50,Não,Raramente,Vendas,1,4,Medicina,323,4,F,3,5,Gerente,4,Divorciado,19517,3,Não,11,3,3,1,32,3,2,7,0,0,6
33,Sim,Raramente,Pesquisa & Desenvolvimento,14,3,Medicina,325,3,M,3,1,Técnico de laboratório,4,Casado,2436,5,Sim,13,3,3,1,8,2,1,5,4,0,4
43,Não,Raramente,Vendas,16,3,Marketing,327,4,F,3,4,Gerente,4,Casado,16064,5,Sim,22,4,3,1,22,3,3,17,13,1,9
33,Sim,Raramente,Pesquisa & Desenvolvimento,2,2,Ciências da vida,328,1,F,3,1,Técnico de laboratório,1,Casado,2707,7,Não,20,4,1,0,13,3,4,9,7,1,7
52,Não,Não,Vendas,2,4,Ciências da vida,329,1,M,2,5,Gerente,3,Solteiro,19068,1,Sim,18,3,4,0,33,2,4,33,7,15,12
32,Não,Raramente,Vendas,4,2,Ciências da vida,330,3,F,3,1,Representante de vendas,2,Casado,3931,2,Não,11,3,1,1,6,5,3,4,3,1,2
32,Sim,Raramente,Pesquisa & Desenvolvimento,1,3,Ciências da vida,331,4,M,2,1,Técnico de laboratório,3,Solteiro,3730,0,Sim,14,3,4,0,4,2,1,3,2,1,2
39,Não,Raramente,Pesquisa & Desenvolvimento,1,4,Medicina,332,3,F,3,1,Técnico de laboratório,3,Divorciado,2232,7,Não,14,3,3,3,7,1,3,3,2,1,2
32,Não,Não,Vendas,26,4,Marketing,333,3,M,3,2,Executivo de vendas,4,Casado,4465,0,Não,18,3,1,0,4,2,3,3,2,2,2
41,Não,Raramente,Pesquisa & Desenvolvimento,19,2,Ciências da vida,334,3,M,3,2,Pesquisador,1,Divorciado,3072,2,Não,16,3,1,2,17,2,2,1,0,0,0
40,Não,Raramente,Pesquisa & Desenvolvimento,24,2,Curso técnico,335,1,M,3,2,Pesquisador,4,Divorciado,3319,1,Não,17,3,1,2,9,3,3,9,8,4,7
45,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Outro,336,3,M,4,5,Gerente,4,Casado,19202,0,Não,11,3,3,1,25,2,3,24,0,1,7
31,Não,Frequentemente,Pesquisa & Desenvolvimento,3,4,Medicina,337,2,M,3,3,Diretor de pesquisa,3,Divorciado,13675,9,Não,12,3,1,1,9,3,3,2,2,2,2
33,Não,Raramente,Pesquisa & Desenvolvimento,5,4,Ciências da vida,338,3,F,2,1,Pesquisador,4,Casado,2911,1,Não,13,3,3,1,2,2,2,2,2,0,2
34,Não,Raramente,Pesquisa & Desenvolvimento,2,4,Ciências da vida,339,4,M,2,2,Diretor de manufatura,1,Casado,5957,6,Não,13,3,2,1,13,3,3,11,9,5,9
37,Não,Raramente,Pesquisa & Desenvolvimento,1,2,Medicina,340,3,F,2,1,Pesquisador,1,Casado,3920,2,Não,14,3,1,1,17,2,2,3,1,0,2
45,Não,Frequentemente,Pesquisa & Desenvolvimento,7,4,Ciências da vida,341,1,M,4,2,Diretor de manufatura,3,Casado,6434,4,Não,17,3,4,1,9,1,3,3,2,0,2
37,Sim,Frequentemente,Pesquisa & Desenvolvimento,10,3,Medicina,342,1,M,3,3,Diretor de manufatura,3,Divorciado,10048,6,Não,11,3,2,2,17,5,3,1,0,0,0
39,Não,Frequentemente,Pesquisa & Desenvolvimento,2,4,Curso técnico,343,3,F,3,3,Representante de saúde,3,Solteiro,10938,0,Não,25,4,4,0,20,1,3,19,6,11,8
29,Não,Raramente,Pesquisa & Desenvolvimento,15,3,Ciências da vida,346,3,M,3,1,Pesquisador,4,Solteiro,2340,1,Não,19,3,1,0,6,1,3,6,5,1,5
42,Não,Raramente,Pesquisa & Desenvolvimento,17,2,Ciências da vida,347,4,F,4,2,Pesquisador,1,Solteiro,6545,3,Sim,13,3,3,0,10,1,3,3,2,0,2
29,Não,Raramente,Vendas,20,2,Marketing,349,4,M,3,2,Executivo de vendas,4,Divorciado,6931,2,Não,14,3,4,1,10,2,3,3,2,0,2
25,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Ciências da vida,350,1,F,3,2,Diretor de manufatura,3,Casado,4898,0,Não,12,3,4,2,5,3,3,4,2,1,2
42,Não,Raramente,Pesquisa & Desenvolvimento,2,3,Medicina,351,4,F,2,1,Técnico de laboratório,1,Divorciado,2593,0,Sim,11,3,3,1,10,4,3,9,6,7,8
40,Não,Raramente,Pesquisa & Desenvolvimento,2,2,Medicina,352,1,M,3,5,Diretor de pesquisa,3,Divorciado,19436,0,Não,19,3,4,1,22,5,3,21,7,3,9
51,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Ciências da vida,353,3,M,3,1,Pesquisador,4,Casado,2723,1,Não,11,3,2,0,1,0,2,1,0,0,0
31,Sim,Frequentemente,Pesquisa & Desenvolvimento,29,2,Medicina,355,3,M,2,1,Técnico de laboratório,2,Solteiro,3479,0,Não,11,3,2,0,6,2,4,5,4,1,4
32,Não,Frequentemente,Pesquisa & Desenvolvimento,7,3,Ciências da vida,359,2,M,4,1,Técnico de laboratório,2,Casado,2794,1,Não,20,4,3,0,5,3,1,5,1,0,3
38,Não,Não,Vendas,2,2,Ciências da vida,361,4,M,2,2,Executivo de vendas,4,Casado,5249,3,Não,18,3,4,1,13,0,3,8,7,7,5
32,Não,Raramente,Pesquisa & Desenvolvimento,2,1,Curso técnico,362,4,M,2,2,Técnico de laboratório,1,Solteiro,2176,4,Não,13,3,4,0,9,5,3,6,2,0,4
46,Não,Raramente,Vendas,2,3,Curso técnico,363,3,F,1,4,Gerente,2,Casado,16872,3,Sim,12,3,2,1,28,2,2,7,7,7,7
28,Sim,Raramente,Pesquisa & Desenvolvimento,2,4,Ciências da vida,364,1,M,3,1,Técnico de laboratório,3,Solteiro,3485,2,Não,11,3,3,0,5,5,1,0,0,0,0
29,Não,Raramente,Vendas,2,3,Medicina,366,1,M,2,2,Executivo de vendas,2,Casado,6644,2,Não,19,3,2,2,10,2,3,0,0,0,0
31,Não,Raramente,Pesquisa & Desenvolvimento,23,3,Medicina,367,2,M,2,2,Representante de saúde,4,Casado,5582,0,Não,21,4,2,1,10,2,3,9,0,7,8
25,Não,Não,Pesquisa & Desenvolvimento,5,2,Ciências da vida,369,2,M,4,2,Representante de saúde,1,Divorciado,4000,1,Não,12,3,4,2,6,2,3,6,3,1,5
45,Não,Raramente,Pesquisa & Desenvolvimento,20,2,Medicina,372,3,M,3,4,Representante de saúde,4,Casado,13496,0,Sim,14,3,2,0,21,2,3,20,7,4,10
36,Não,Raramente,Pesquisa & Desenvolvimento,6,3,Ciências da vida,373,4,M,3,1,Técnico de laboratório,4,Casado,3210,0,Não,11,3,3,1,16,4,3,15,13,10,11
55,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Medicina,374,4,M,3,5,Gerente,1,Solteiro,19045,0,Sim,14,3,3,0,37,2,3,36,10,4,13
47,Sim,Não,Pesquisa & Desenvolvimento,29,4,Ciências da vida,376,1,M,3,3,Gerente,2,Casado,11849,1,Sim,12,3,4,1,10,2,2,10,7,9,9
28,Não,Raramente,Pesquisa & Desenvolvimento,9,3,Medicina,377,4,M,3,1,Pesquisador,4,Casado,2070,1,Não,23,4,4,1,5,3,2,5,2,0,4
37,Não,Raramente,Vendas,6,4,Medicina,378,3,M,3,2,Executivo de vendas,4,Casado,6502,4,Não,14,3,2,1,7,5,4,5,4,0,1
21,Não,Raramente,Pesquisa & Desenvolvimento,3,2,Medicina,379,4,M,2,1,Pesquisador,3,Solteiro,3230,1,Não,17,3,1,0,3,4,4,3,2,1,0
37,Não,Não,Pesquisa & Desenvolvimento,1,4,Medicina,380,1,F,3,3,Diretor de pesquisa,4,Divorciado,13603,2,Sim,18,3,1,2,15,2,3,5,2,0,2
35,Não,Raramente,Pesquisa & Desenvolvimento,22,3,Ciências da vida,381,2,F,4,3,Gerente,2,Divorciado,11996,7,Não,18,3,2,1,10,6,2,7,7,6,2
38,Não,Raramente,Vendas,7,2,Medicina,382,1,F,4,2,Executivo de vendas,1,Divorciado,5605,1,Sim,24,4,3,1,8,3,3,8,0,7,7
26,Não,Frequentemente,Pesquisa & Desenvolvimento,1,3,Ciências da vida,384,3,F,3,2,Diretor de manufatura,2,Divorciado,6397,1,Não,20,4,1,1,6,6,1,6,5,1,4
50,Não,Raramente,Pesquisa & Desenvolvimento,4,1,Ciências da vida,385,1,M,3,5,Diretor de pesquisa,2,Divorciado,19144,3,Não,14,3,1,2,28,4,2,10,4,1,6
53,Não,Raramente,Pesquisa & Desenvolvimento,3,4,Medicina,386,3,M,3,4,Diretor de pesquisa,3,Casado,17584,3,Sim,16,3,4,3,21,5,2,5,3,1,3
42,Não,Raramente,Vendas,1,1,Ciências da vida,387,2,M,3,2,Executivo de vendas,3,Casado,4907,1,Não,25,4,3,0,20,3,3,20,16,11,6
29,Não,Frequentemente,Vendas,2,2,Ciências da vida,388,2,M,3,2,Executivo de vendas,4,Solteiro,4554,1,Não,18,3,1,0,10,3,2,10,7,0,9
55,Não,Raramente,Pesquisa & Desenvolvimento,20,2,Curso técnico,389,2,M,3,2,Técnico de laboratório,4,Casado,5415,3,Sim,19,3,4,1,12,4,3,10,7,0,8
26,Não,Frequentemente,Pesquisa & Desenvolvimento,11,2,Medicina,390,1,M,3,2,Representante de saúde,1,Casado,4741,1,Sim,13,3,3,1,5,3,3,5,3,3,3
37,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Ciências da vida,391,4,F,3,1,Pesquisador,4,Solteiro,2115,1,Não,12,3,2,0,17,3,3,17,12,5,7
44,Sim,Frequentemente,Pesquisa & Desenvolvimento,24,3,Ciências da vida,392,4,M,3,1,Técnico de laboratório,3,Divorciado,3161,3,Sim,22,4,4,1,19,0,1,1,0,0,0
38,Não,Raramente,Pesquisa & Desenvolvimento,23,4,Ciências da vida,393,4,M,3,2,Representante de saúde,4,Divorciado,5745,9,Não,14,3,2,1,10,2,3,2,2,1,2
26,Sim,Raramente,Pesquisa & Desenvolvimento,16,4,Medicina,394,1,M,3,1,Técnico de laboratório,2,Divorciado,2373,2,Sim,13,3,4,1,5,2,3,3,2,0,2
28,Não,Raramente,Pesquisa & Desenvolvimento,8,2,Ciências da vida,395,4,F,3,1,Pesquisador,4,Solteiro,3310,1,Não,21,4,4,0,5,3,3,5,3,0,2
49,Não,Frequentemente,Pesquisa & Desenvolvimento,10,4,Ciências da vida,396,3,F,3,5,Diretor de pesquisa,1,Solteiro,18665,9,Sim,11,3,4,0,22,4,3,3,2,1,2
36,Não,Raramente,Pesquisa & Desenvolvimento,3,3,Curso técnico,397,3,M,3,2,Pesquisador,2,Solteiro,4485,4,Não,12,3,4,0,10,2,3,8,0,7,7
31,Não,Frequentemente,Vendas,5,3,Marketing,399,4,F,3,1,Representante de vendas,2,Divorciado,2789,1,Não,11,3,3,1,2,5,2,2,2,2,2
26,Sim,Raramente,Vendas,4,4,Marketing,401,4,M,2,2,Executivo de vendas,4,Solteiro,5828,1,Sim,12,3,2,0,8,0,3,8,7,7,4
37,Não,Frequentemente,Pesquisa & Desenvolvimento,9,3,Medicina,403,2,M,3,1,Pesquisador,4,Casado,2326,1,Sim,12,3,3,3,4,3,2,4,2,1,2
42,Não,Frequentemente,Vendas,26,3,Marketing,404,3,F,3,4,Executivo de vendas,2,Casado,13525,5,Não,14,3,4,1,23,2,4,20,4,4,8
18,Sim,Raramente,Pesquisa & Desenvolvimento,3,3,Ciências da vida,405,3,M,3,1,Técnico de laboratório,3,Solteiro,1420,1,Não,13,3,3,0,0,2,3,0,0,0,0
35,Não,Raramente,Vendas,16,3,Marketing,406,3,M,3,3,Executivo de vendas,2,Casado,8020,0,Não,15,3,3,2,12,3,2,11,9,6,9
36,Não,Frequentemente,Pesquisa & Desenvolvimento,18,4,Ciências da vida,407,3,M,4,1,Técnico de laboratório,4,Casado,3688,4,Não,18,3,4,2,4,2,3,1,0,0,0
51,Não,Raramente,Pesquisa & Desenvolvimento,2,3,Medicina,408,4,M,1,2,Diretor de manufatura,2,Divorciado,5482,5,Não,18,3,4,1,13,3,3,4,1,1,2
41,Não,Raramente,Vendas,2,4,Ciências da vida,410,4,M,3,4,Gerente,2,Solteiro,16015,1,Não,19,3,2,0,22,2,3,22,10,0,4
18,Não,Raramente,Vendas,10,3,Medicina,411,4,F,2,1,Representante de vendas,3,Solteiro,1200,1,Não,12,3,1,0,0,2,3,0,0,0,0
28,Não,Raramente,Pesquisa & Desenvolvimento,16,2,Medicina,412,2,M,4,2,Representante de saúde,1,Solteiro,5661,0,Não,19,3,3,0,9,2,3,8,3,0,7
